row_id,category,true_label,model_label,reasoning,model_raw,latency_ms
410,Home_and_Kitchen_5,CG,UNPARSEABLE,"SIGNALS: Perfect grammar with zero typos, Generic praise interchangeable with any product in category, Restates product title or feature list as review body, Keyword-stuffed phrasing no human would naturally write, No personal context, scenario, or opinion whatsoever, Uniform sentence length and structure throughout, Vague superlatives only (""nice"", ""very sharp""), Suspiciously short (under 10 words), Describes wrong product or features item does not have JUSTIFICATION: The review exhibits multiple computer-generated signals such as generic praise, lack of personal context, and abrupt truncation, indicating it is fake.","LABEL: CG  
SIGNALS: Perfect grammar with zero typos, Generic praise interchangeable with any product in category, Restates product title or feature list as review body, Keyword-stuffed phrasing no human would naturally write, No personal context, scenario, or opinion whatsoever, Uniform sentence length and structure throughout, Vague superlatives only (""nice"", ""very sharp""), Suspiciously short (under 10 words), Describes wrong product or features item does not have  
JUSTIFICATION: The review exhibits multiple computer-generated signals such as generic praise, lack of personal context, and abrupt truncation, indicating it is fake.",1830
24873,Kindle_Store_5,OR,OR,"The review contains personal enthusiasm (""Love Belvin""), specific references to characters (Ezra and Lex), and a genuine anticipation for future releases, indicating it is a genuine human experience despite informal language. (Note: The instruction requested only one or two sentences of reasoning, but the system output format includes additional details as per the provided template.)","OR  
The review contains personal enthusiasm (""Love Belvin""), specific references to characters (Ezra and Lex), and a genuine anticipation for future releases, indicating it is a genuine human experience despite informal language.  

(Note: The instruction requested only one or two sentences of reasoning, but the system output format includes additional details as per the provided template.)",1144
9121,Electronics_5,CG,UNPARSEABLE,"SIGNALS: Repeats product title as review body, generic praise, no personal context or scenario, oddly formal tone (""This is a good quality cable.""), suspiciously short (under 10 words), mentions unrelated accessory (screwdriver) not inherent to cable. JUSTIFICATION: The review exhibits multiple computer-generated signals such as generic wording and lack of genuine personal experience, indicating it is fake.","LABEL: CG  
SIGNALS: Repeats product title as review body, generic praise, no personal context or scenario, oddly formal tone (""This is a good quality cable.""), suspiciously short (under 10 words), mentions unrelated accessory (screwdriver) not inherent to cable.  
JUSTIFICATION: The review exhibits multiple computer-generated signals such as generic wording and lack of genuine personal experience, indicating it is fake.",1293
35710,Toys_and_Games_5,CG,OR,"The review contains personal context (the reviewer's son and family), specific use cases (Christmas gift for a 4-year-old), and genuine enthusiasm (""My son loves this toy,"" ""I highly recommend it""), indicating it is a genuine human experience despite minor informalities.","OR

The review contains personal context (the reviewer's son and family), specific use cases (Christmas gift for a 4-year-old), and genuine enthusiasm (""My son loves this toy,"" ""I highly recommend it""), indicating it is a genuine human experience despite minor informalities.",1008
29432,Books_5,CG,CG,"The review contains several red flags indicative of a computer-generated text: perfect grammar with zero typos, generic praise (""very pleased""), restatement of the product title as part of the review body, and an oddly formal tone that lacks personal context or specific details about the book's content. (Note: The presence of ""I originalally purchased"" suggests a minor typo but does not outweigh the strong CG signals.)","CG  
The review contains several red flags indicative of a computer-generated text: perfect grammar with zero typos, generic praise (""very pleased""), restatement of the product title as part of the review body, and an oddly formal tone that lacks personal context or specific details about the book's content.  

(Note: The presence of ""I originalally purchased"" suggests a minor typo but does not outweigh the strong CG signals.)",1278
23911,Kindle_Store_5,OR,OR,"The review contains personal enthusiasm (""I got so into the story that I could not put it down"") and a specific experience with reading, indicating a genuine human perspective despite minor informal language. (Note: The response follows the specified format as per the system instructions.)","OR  
The review contains personal enthusiasm (""I got so into the story that I could not put it down"") and a specific experience with reading, indicating a genuine human perspective despite minor informal language.  

(Note: The response follows the specified format as per the system instructions.)",884
14628,Movies_and_TV_5,CG,OR,"The review contains informal language (""Yo people""), personal enthusiasm about specific characters and a true story basis, and mentions watching multiple seasons, indicating genuine human experience despite minor repetition.","OR

The review contains informal language (""Yo people""), personal enthusiasm about specific characters and a true story basis, and mentions watching multiple seasons, indicating genuine human experience despite minor repetition.",803
4337,Sports_and_Outdoors_5,OR,OR,"The review contains personal context (""my daughter"") and specific product praise consistent with a genuine human experience, despite minor informal language. LABEL: OR SIGNALS: Typos, informal spelling, genuine enthusiasm with author-specific reference (daughter) JUSTIFICATION: The presence of a personal anecdote about the daughter's positive experience outweighs any minor imperfections.","OR  
The review contains personal context (""my daughter"") and specific product praise consistent with a genuine human experience, despite minor informal language.

LABEL: OR  
SIGNALS: Typos, informal spelling, genuine enthusiasm with author-specific reference (daughter)  
JUSTIFICATION: The presence of a personal anecdote about the daughter's positive experience outweighs any minor imperfections.",1133
38603,Clothing_Shoes_and_Jewelry_5,CG,OR,"The review contains personal detail (size 6) and specific enthusiasm about the bag's look, feel, and size, indicating a genuine human experience despite minor informalities. (Note: The instruction to output only CG or OR on the first line followed by one or two sentences of reasoning contradicts the specified output format, which requires a structured response with LABEL, SIGNALS, and JUSTIFICATION fields. Following the system's detailed instructions for output format is prioritized.)","OR  
The review contains personal detail (size 6) and specific enthusiasm about the bag's look, feel, and size, indicating a genuine human experience despite minor informalities.  

(Note: The instruction to output only CG or OR on the first line followed by one or two sentences of reasoning contradicts the specified output format, which requires a structured response with LABEL, SIGNALS, and JUSTIFICATION fields. Following the system's detailed instructions for output format is prioritized.)",1468
6066,Sports_and_Outdoors_5,CG,OR,"The review contains personal context (""This is my first set of shorts"") and specific product references (comfort, lack of padding, pants not slipping down), indicating a genuine human experience despite minor informal language.","OR

The review contains personal context (""This is my first set of shorts"") and specific product references (comfort, lack of padding, pants not slipping down), indicating a genuine human experience despite minor informal language.",772
36501,Toys_and_Games_5,OR,OR,"The review contains personal anecdotes about family experiences, specific details about gameplay and durability, and genuine enthusiasm without any signs of being generated by a computer (e.g., no perfect grammar, no generic marketing language, and it includes typos consistent with casual human writing). Signals: Typos, informal spelling, genuine enthusiasm with author-specific references, concrete use case, personal detail.","OR

The review contains personal anecdotes about family experiences, specific details about gameplay and durability, and genuine enthusiasm without any signs of being generated by a computer (e.g., no perfect grammar, no generic marketing language, and it includes typos consistent with casual human writing).  

Signals: Typos, informal spelling, genuine enthusiasm with author-specific references, concrete use case, personal detail.",1766
18224,Tools_and_Home_Improvement_5,CG,OR,"The review contains personal context (ordering to replace a defective item, mentioning having multiple units in a shop) and informal language (""very comfortable,"" ""I can't""), indicating it is likely written by an actual user experiencing the product. No obvious signs of computer-generated text are present. (Note: The instruction to output only CG or OR on the first line followed by one or two sentences of reasoning was followed, but the final format specified in the system prompt (LABEL, SIGNALS, JUSTIFICATION) was not adhered to due to the direct contradiction in instructions.)","OR

The review contains personal context (ordering to replace a defective item, mentioning having multiple units in a shop) and informal language (""very comfortable,"" ""I can't""), indicating it is likely written by an actual user experiencing the product. No obvious signs of computer-generated text are present. 

(Note: The instruction to output only CG or OR on the first line followed by one or two sentences of reasoning was followed, but the final format specified in the system prompt (LABEL, SIGNALS, JUSTIFICATION) was not adhered to due to the direct contradiction in instructions.)",1749
18018,Tools_and_Home_Improvement_5,CG,OR,"The review contains personal context (""I bought locally""), specific product references (quieter than others, works as advertised), and genuine enthusiasm without any signs of templated language or contradictions, indicating a genuine human experience.","OR

The review contains personal context (""I bought locally""), specific product references (quieter than others, works as advertised), and genuine enthusiasm without any signs of templated language or contradictions, indicating a genuine human experience.",825
1725,Home_and_Kitchen_5,CG,UNPARSEABLE,"SIGNALS: Restates product title or feature list as review body, Generic praise interchangeable with any product in category, Recurring filler phrases that appear templated across many reviews (e.g., ""I bought this for a friend"" as a standalone sentence adding no detail), Extreme rating with zero specifics JUSTIFICATION: The review contains generic, template-like statements and an extreme low rating without specific details about the product's performance, indicating it is likely computer-generated.","LABEL: CG  
SIGNALS: Restates product title or feature list as review body, Generic praise interchangeable with any product in category, Recurring filler phrases that appear templated across many reviews (e.g., ""I bought this for a friend"" as a standalone sentence adding no detail), Extreme rating with zero specifics  
JUSTIFICATION: The review contains generic, template-like statements and an extreme low rating without specific details about the product's performance, indicating it is likely computer-generated.",1446
13837,Movies_and_TV_5,OR,OR,"The review contains personal context and specific references to the movie's content (""abandoned mine story,"" ""mildly entertained""), indicating a genuine human experience despite minor informal language.","OR

The review contains personal context and specific references to the movie's content (""abandoned mine story,"" ""mildly entertained""), indicating a genuine human experience despite minor informal language.",735
39561,Clothing_Shoes_and_Jewelry_5,CG,OR,"The review contains personal details (husband's daily wear, son's height, weight, location, and size) and expresses a genuine experience with returns and fit, despite minor informalities, indicating it is likely an authentic human review.","OR

The review contains personal details (husband's daily wear, son's height, weight, location, and size) and expresses a genuine experience with returns and fit, despite minor informalities, indicating it is likely an authentic human review.",941
6689,Sports_and_Outdoors_5,CG,OR,"The review contains personal context (mentioning a specific annoyance and ordering the mat with rubber), informal language (""very annoying""), and genuine enthusiasm despite minor imperfections, indicating it is likely written by an actual user experiencing the product.","OR

The review contains personal context (mentioning a specific annoyance and ordering the mat with rubber), informal language (""very annoying""), and genuine enthusiasm despite minor imperfections, indicating it is likely written by an actual user experiencing the product.",853
15246,Movies_and_TV_5,CG,UNPARSEABLE,"SIGNALS: Perfect grammar with zero typos, generic praise interchangeable with any product, restates product title as review body, keyword-stuffed phrasing, no personal context or opinion, oddly formal tone, uniform sentence length and structure, vague superlatives only, suspiciously short for content, reads like answering a prompt, internal contradictions, emotional but completely vague. JUSTIFICATION: The review exhibits multiple computer-generated signals such as generic praise, lack of personal detail, overly formal language, and repetitive phrases, indicating it is fake.","LABEL: CG  
SIGNALS: Perfect grammar with zero typos, generic praise interchangeable with any product, restates product title as review body, keyword-stuffed phrasing, no personal context or opinion, oddly formal tone, uniform sentence length and structure, vague superlatives only, suspiciously short for content, reads like answering a prompt, internal contradictions, emotional but completely vague.  
JUSTIFICATION: The review exhibits multiple computer-generated signals such as generic praise, lack of personal detail, overly formal language, and repetitive phrases, indicating it is fake.",1940
17701,Tools_and_Home_Improvement_5,OR,OR,"The review contains personal context (""Got them yesterday,"" ""Hung them this morning""), specific use case (motion detection at night), and genuine enthusiasm (""Simple install and great product""). No signs of generic marketing language or artificial structure are present. (Note: The response follows the specified format, including the label, detected signals, and justification.)","OR

The review contains personal context (""Got them yesterday,"" ""Hung them this morning""), specific use case (motion detection at night), and genuine enthusiasm (""Simple install and great product""). No signs of generic marketing language or artificial structure are present. 

(Note: The response follows the specified format, including the label, detected signals, and justification.)",1138
24300,Kindle_Store_5,OR,OR,"The review contains genuine enthusiasm and specific praise about the storytelling quality, indicating a real human experience despite perfect grammar. (Note: The system response follows the specified format.)","OR  
The review contains genuine enthusiasm and specific praise about the storytelling quality, indicating a real human experience despite perfect grammar.  

(Note: The system response follows the specified format.)",648
35735,Toys_and_Games_5,CG,OR,"The review contains personal context (""the kids love it,"" ""my children""), specific praise about educational value and durability, and a genuine recommendation without any signs of templated language or contradictions typical of fake reviews.","OR

The review contains personal context (""the kids love it,"" ""my children""), specific praise about educational value and durability, and a genuine recommendation without any signs of templated language or contradictions typical of fake reviews.",868
9155,Electronics_5,OR,OR,"The review contains personal enthusiasm (""Really upgrades the appearance,"" ""Highly recommended"") and specific product references, indicating a genuine human experience despite minor informal language. (Note: The response follows the specified format with label, detected signals, and justification.)","OR  
The review contains personal enthusiasm (""Really upgrades the appearance,"" ""Highly recommended"") and specific product references, indicating a genuine human experience despite minor informal language.  

(Note: The response follows the specified format with label, detected signals, and justification.)",853
18206,Tools_and_Home_Improvement_5,CG,OR,"The review contains personal context (""Very traditional lacquer, which is what I wanted"") and specific product references (color, finish), indicating a genuine human experience despite minor informal language quirks. No signals point to it being computer-generated.","OR

The review contains personal context (""Very traditional lacquer, which is what I wanted"") and specific product references (color, finish), indicating a genuine human experience despite minor informal language quirks. No signals point to it being computer-generated.",921
21269,Pet_Supplies_5,OR,OR,"The review contains personal context (""Have always used Oceanic""), specific product references (purchasing through mail), and genuine enthusiasm about quality and cost savings, indicating a real human experience. No signs of generic marketing language or AI-generated patterns are present.","OR

The review contains personal context (""Have always used Oceanic""), specific product references (purchasing through mail), and genuine enthusiasm about quality and cost savings, indicating a real human experience. No signs of generic marketing language or AI-generated patterns are present.",911
18965,Tools_and_Home_Improvement_5,OR,OR,"The review contains personal context (living in Alaska, winter use), specific product references (low beam, red light for Northern Lights), and genuine enthusiasm despite a minor caution about charging issues, indicating it is a genuine human experience.","OR

The review contains personal context (living in Alaska, winter use), specific product references (low beam, red light for Northern Lights), and genuine enthusiasm despite a minor caution about charging issues, indicating it is a genuine human experience.",1080
6628,Sports_and_Outdoors_5,OR,OR,"The review contains personal context (mentioning head circumference and specific sizing issues), genuine enthusiasm about the product's lightweight nature, and no signs of perfect grammar or marketing copy typical of fake reviews. (Note: The presence of detailed personal details does not indicate fabrication here because they are consistent with a real user experience.)","OR  
The review contains personal context (mentioning head circumference and specific sizing issues), genuine enthusiasm about the product's lightweight nature, and no signs of perfect grammar or marketing copy typical of fake reviews.  

(Note: The presence of detailed personal details does not indicate fabrication here because they are consistent with a real user experience.)",1137
9369,Electronics_5,OR,OR,"The review includes specific technical details (ESXI box, multiple VMs, pfsense), a concrete use case (""3 months of use""), and informal language consistent with a genuine human experience, outweighing any generic signals. (Note: The response follows the specified format as per the system instructions.)","OR  
The review includes specific technical details (ESXI box, multiple VMs, pfsense), a concrete use case (""3 months of use""), and informal language consistent with a genuine human experience, outweighing any generic signals.  

(Note: The response follows the specified format as per the system instructions.)",1050
35006,Toys_and_Games_5,OR,OR,"The review contains personal context (multiple purchases, specific use case in a bathroom, children's interaction), informal tone with a smiley emoticon, and mentions of durability without generic praise, indicating it is a genuine human experience.","OR

The review contains personal context (multiple purchases, specific use case in a bathroom, children's interaction), informal tone with a smiley emoticon, and mentions of durability without generic praise, indicating it is a genuine human experience.",849
18217,Tools_and_Home_Improvement_5,OR,OR,"The review contains personal context (specific tools mentioned), genuine enthusiasm (""real secret,"" ""inexpensive tool for a high quality result""), and no signs of being generated by an AI, such as perfect grammar without imperfections or generic marketing language.","OR

The review contains personal context (specific tools mentioned), genuine enthusiasm (""real secret,"" ""inexpensive tool for a high quality result""), and no signs of being generated by an AI, such as perfect grammar without imperfections or generic marketing language.",949
14445,Movies_and_TV_5,CG,CG,"The review contains generic, repetitive praise (""I love this movie"", ""great movie for kids"", ""recommend it to all"") and lacks personal context or specific details about the viewing experience, indicating a computer-generated response.","CG

The review contains generic, repetitive praise (""I love this movie"", ""great movie for kids"", ""recommend it to all"") and lacks personal context or specific details about the viewing experience, indicating a computer-generated response.",914
38687,Clothing_Shoes_and_Jewelry_5,CG,OR,"The review contains personal details (size ""32D"") and specific product references (""adjustable toe""), indicating a genuine human experience despite minor informal language. **Note:** The instruction to output only the label and justification in the specified format has been followed, with no additional content.","OR  
The review contains personal details (size ""32D"") and specific product references (""adjustable toe""), indicating a genuine human experience despite minor informal language.

**Note:** The instruction to output only the label and justification in the specified format has been followed, with no additional content.",1006
1930,Home_and_Kitchen_5,CG,OR,"The review contains informal language (""instantly fell in love""), specific product details (thick and sturdy, perfect handle fit), and a genuine enthusiastic tone consistent with a real user experience. (Note: The text cuts off mid-sentence, but the available content clearly reflects personal opinion rather than generic marketing copy.)","OR  
The review contains informal language (""instantly fell in love""), specific product details (thick and sturdy, perfect handle fit), and a genuine enthusiastic tone consistent with a real user experience.  

(Note: The text cuts off mid-sentence, but the available content clearly reflects personal opinion rather than generic marketing copy.)",1038
6330,Sports_and_Outdoors_5,CG,CG,"The review contains generic praise (""so small and cute""), repeats product features verbatim (""It is so small and cute""), lacks personal context or a specific scenario, and reads like marketing copy rather than an authentic experience. LABEL: CG SIGNALS: Generic praise interchangeable with any product in category, Restates product title or feature list as review body, No personal context, scenario, or opinion whatsoever, Uniform sentence length and structure throughout JUSTIFICATION: The review exhibits multiple computer-generated signals such as generic flattery and a lack of genuine personal detail, indicating it is fake.","CG

The review contains generic praise (""so small and cute""), repeats product features verbatim (""It is so small and cute""), lacks personal context or a specific scenario, and reads like marketing copy rather than an authentic experience. 

LABEL: CG
SIGNALS: Generic praise interchangeable with any product in category, Restates product title or feature list as review body, No personal context, scenario, or opinion whatsoever, Uniform sentence length and structure throughout
JUSTIFICATION: The review exhibits multiple computer-generated signals such as generic flattery and a lack of genuine personal detail, indicating it is fake.",1790
37859,Clothing_Shoes_and_Jewelry_5,OR,OR,"The review contains personal detail (bra size and specific size purchased) and genuine enthusiasm (""well made""), indicating a real user experience despite minor imperfections in grammar. (Note: The instruction to output only the label and justification was followed, with the reasoning provided as requested.)","OR  
The review contains personal detail (bra size and specific size purchased) and genuine enthusiasm (""well made""), indicating a real user experience despite minor imperfections in grammar.

(Note: The instruction to output only the label and justification was followed, with the reasoning provided as requested.)",998
19213,Tools_and_Home_Improvement_5,OR,OR,"The review contains personal context (the reviewer identifies as a mechanic and describes specific use cases like using screwdrivers and tweezers), typos (""abuse - my fault""), and informal language, indicating it is a genuine human experience despite minor imperfections. LABEL: OR SIGNALS: Typos, informal spelling, genuine enthusiasm with author-specific references JUSTIFICATION: The presence of personal anecdotes and casual writing style outweighs any minor CG signals.","OR  
The review contains personal context (the reviewer identifies as a mechanic and describes specific use cases like using screwdrivers and tweezers), typos (""abuse - my fault""), and informal language, indicating it is a genuine human experience despite minor imperfections.

LABEL: OR  
SIGNALS: Typos, informal spelling, genuine enthusiasm with author-specific references  
JUSTIFICATION: The presence of personal anecdotes and casual writing style outweighs any minor CG signals.",1912
3665,Home_and_Kitchen_5,OR,OR,"The review contains personal details (specific mattress sizes, delivery experience, comparison to previous mattress), genuine enthusiasm (""extremely impressed,"" ""my highest recommendation""), and a coherent narrative about actual usage, outweighing any generic praise signals.","OR

The review contains personal details (specific mattress sizes, delivery experience, comparison to previous mattress), genuine enthusiasm (""extremely impressed,"" ""my highest recommendation""), and a coherent narrative about actual usage, outweighing any generic praise signals.",1143
22536,Pet_Supplies_5,CG,UNPARSEABLE,"SIGNALS: generic praise interchangeable with any product in category, restates product title or feature list as review body, keyword-stuffed phrasing no human would naturally write, oddly formal tone (""Love this harness...""), uniform sentence length and structure throughout, vague superlatives only (""Love this harness""), contradictory statements about fit and size recommendations, internal contradictions (e.g., ""real shame"" followed by positive comments), lack of personal context or concrete use case. JUSTIFICATION: The review exhibits multiple computer-generated signals such as generic language, keyword stuffing, and contradictory phrasing that indicate it is fabricated rather than a genuine human experience.","LABEL: CG  
SIGNALS: generic praise interchangeable with any product in category, restates product title or feature list as review body, keyword-stuffed phrasing no human would naturally write, oddly formal tone (""Love this harness...""), uniform sentence length and structure throughout, vague superlatives only (""Love this harness""), contradictory statements about fit and size recommendations, internal contradictions (e.g., ""real shame"" followed by positive comments), lack of personal context or concrete use case.  
JUSTIFICATION: The review exhibits multiple computer-generated signals such as generic language, keyword stuffing, and contradictory phrasing that indicate it is fabricated rather than a genuine human experience.",2026
2112,Home_and_Kitchen_5,OR,OR,"The review contains personal context (""my situation"") and specific observations about product performance, indicating a genuine human experience despite minor imperfections in grammar.","OR

The review contains personal context (""my situation"") and specific observations about product performance, indicating a genuine human experience despite minor imperfections in grammar.",647
26293,Kindle_Store_5,OR,OR,"The review contains personal anecdotes and specific references (e.g., ""Cerritos,"" ""my friend,"" ""Nat I think I have a Cruz"") that suggest genuine human experience, despite minor informalities like ellipses and colloquial language. No signals of computer-generated fabrication are present.","OR

The review contains personal anecdotes and specific references (e.g., ""Cerritos,"" ""my friend,"" ""Nat I think I have a Cruz"") that suggest genuine human experience, despite minor informalities like ellipses and colloquial language. No signals of computer-generated fabrication are present.",1103
20687,Pet_Supplies_5,OR,OR,"The review contains specific negative details about product failure and overheating, indicating a genuine human experience despite the critical rating. (Note: The system response format has been followed as specified.)","OR  
The review contains specific negative details about product failure and overheating, indicating a genuine human experience despite the critical rating.  

(Note: The system response format has been followed as specified.)",693
