row_id,category,true_label,model_label,reasoning,model_raw,latency_ms
27694,Kindle_Store_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
18018,Tools_and_Home_Improvement_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
36800,Clothing_Shoes_and_Jewelry_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
3000,Home_and_Kitchen_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
15255,Movies_and_TV_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
17540,Tools_and_Home_Improvement_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
5166,Sports_and_Outdoors_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
13886,Movies_and_TV_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
35200,Toys_and_Games_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
10183,Electronics_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
37192,Clothing_Shoes_and_Jewelry_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
35710,Toys_and_Games_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
36301,Toys_and_Games_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
18963,Tools_and_Home_Improvement_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
15003,Movies_and_TV_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
17382,Tools_and_Home_Improvement_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
37817,Clothing_Shoes_and_Jewelry_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
2838,Home_and_Kitchen_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
23734,Kindle_Store_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
20652,Pet_Supplies_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
35330,Toys_and_Games_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
3797,Home_and_Kitchen_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
23793,Kindle_Store_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
9124,Electronics_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
15730,Tools_and_Home_Improvement_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
29746,Books_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
28504,Books_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
26179,Kindle_Store_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
39561,Clothing_Shoes_and_Jewelry_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
773,Home_and_Kitchen_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
21264,Pet_Supplies_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
35141,Toys_and_Games_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
22056,Pet_Supplies_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
13825,Movies_and_TV_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
10459,Electronics_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
27733,Kindle_Store_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
477,Home_and_Kitchen_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
6974,Sports_and_Outdoors_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
10368,Electronics_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
33954,Toys_and_Games_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
14628,Movies_and_TV_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
14932,Movies_and_TV_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
30100,Books_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
24842,Kindle_Store_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
20591,Pet_Supplies_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
32344,Books_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
7508,Sports_and_Outdoors_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
13726,Movies_and_TV_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
17493,Tools_and_Home_Improvement_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
35352,Toys_and_Games_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
10701,Electronics_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
1619,Home_and_Kitchen_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
38687,Clothing_Shoes_and_Jewelry_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
21243,Pet_Supplies_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
5200,Sports_and_Outdoors_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
6330,Sports_and_Outdoors_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
33101,Toys_and_Games_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
19212,Tools_and_Home_Improvement_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
15010,Movies_and_TV_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
19235,Tools_and_Home_Improvement_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
4293,Sports_and_Outdoors_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
18224,Tools_and_Home_Improvement_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
4223,Sports_and_Outdoors_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
14433,Movies_and_TV_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
24251,Kindle_Store_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
9344,Electronics_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
25222,Kindle_Store_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
4682,Sports_and_Outdoors_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
12592,Movies_and_TV_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
34583,Toys_and_Games_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
36500,Toys_and_Games_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
9121,Electronics_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
14728,Movies_and_TV_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
39253,Clothing_Shoes_and_Jewelry_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
18206,Tools_and_Home_Improvement_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
11211,Electronics_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
15820,Tools_and_Home_Improvement_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
23695,Kindle_Store_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
22290,Pet_Supplies_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
31153,Books_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
34913,Toys_and_Games_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
30290,Books_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
3859,Home_and_Kitchen_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
13043,Movies_and_TV_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
27647,Kindle_Store_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
10651,Electronics_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
10025,Electronics_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
13008,Movies_and_TV_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
7314,Sports_and_Outdoors_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
9081,Electronics_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
23900,Kindle_Store_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
24895,Kindle_Store_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
28715,Books_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
6708,Sports_and_Outdoors_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
1311,Home_and_Kitchen_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
22536,Pet_Supplies_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
30060,Books_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
39053,Clothing_Shoes_and_Jewelry_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
17481,Tools_and_Home_Improvement_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
25914,Kindle_Store_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
16028,Tools_and_Home_Improvement_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
35735,Toys_and_Games_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
73,Home_and_Kitchen_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
31849,Books_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
24889,Kindle_Store_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
13199,Movies_and_TV_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
23526,Pet_Supplies_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
33298,Toys_and_Games_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
20161,Pet_Supplies_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
34992,Toys_and_Games_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
10490,Electronics_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
23281,Pet_Supplies_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
16159,Tools_and_Home_Improvement_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
7295,Sports_and_Outdoors_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
17357,Tools_and_Home_Improvement_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
19591,Pet_Supplies_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
36031,Toys_and_Games_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
17226,Tools_and_Home_Improvement_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
1396,Home_and_Kitchen_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
30676,Books_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
38571,Clothing_Shoes_and_Jewelry_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
24497,Kindle_Store_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
17326,Tools_and_Home_Improvement_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
38576,Clothing_Shoes_and_Jewelry_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
14445,Movies_and_TV_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
16031,Tools_and_Home_Improvement_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
22159,Pet_Supplies_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
1930,Home_and_Kitchen_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
35349,Toys_and_Games_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
11710,Electronics_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
3090,Home_and_Kitchen_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
36741,Clothing_Shoes_and_Jewelry_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
5634,Sports_and_Outdoors_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
39097,Clothing_Shoes_and_Jewelry_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
15081,Movies_and_TV_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
8170,Electronics_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
39756,Clothing_Shoes_and_Jewelry_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
6689,Sports_and_Outdoors_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
7186,Sports_and_Outdoors_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
259,Home_and_Kitchen_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
26152,Kindle_Store_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
36178,Toys_and_Games_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
29706,Books_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
410,Home_and_Kitchen_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
26279,Kindle_Store_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
38326,Clothing_Shoes_and_Jewelry_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
15246,Movies_and_TV_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
38603,Clothing_Shoes_and_Jewelry_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
4555,Sports_and_Outdoors_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
8269,Electronics_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
6134,Sports_and_Outdoors_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
4206,Sports_and_Outdoors_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
38264,Clothing_Shoes_and_Jewelry_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
14376,Movies_and_TV_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
37141,Clothing_Shoes_and_Jewelry_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
33394,Toys_and_Games_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
8418,Electronics_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
20456,Pet_Supplies_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
29432,Books_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
5130,Sports_and_Outdoors_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
28078,Kindle_Store_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
29613,Books_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
18209,Tools_and_Home_Improvement_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
25036,Kindle_Store_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
10588,Electronics_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
24513,Kindle_Store_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
7931,Sports_and_Outdoors_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
14105,Movies_and_TV_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
17269,Tools_and_Home_Improvement_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
4529,Sports_and_Outdoors_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
34693,Toys_and_Games_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
10822,Electronics_5,OR,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
39920,Clothing_Shoes_and_Jewelry_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
6618,Sports_and_Outdoors_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
22299,Pet_Supplies_5,OR,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
1725,Home_and_Kitchen_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
2092,Home_and_Kitchen_5,CG,OR,Deterministic fake response based on a hash of the prompt.,"OR
Deterministic fake response based on a hash of the prompt.",0
5676,Sports_and_Outdoors_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
39446,Clothing_Shoes_and_Jewelry_5,CG,CG,Deterministic fake response based on a hash of the prompt.,"CG
Deterministic fake response based on a hash of the prompt.",0
