row_id,category,true_label,model_label,reasoning,model_raw,latency_ms
17540,Tools_and_Home_Improvement_5,CG,OR,"The review includes specific use cases (""see through a tall tree"") and personal context (""in our garage""), which align with genuine human experience rather than bot-generated or disingenuous content.","OR
The review includes specific use cases (""see through a tall tree"") and personal context (""in our garage""), which align with genuine human experience rather than bot-generated or disingenuous content.",36307
5166,Sports_and_Outdoors_5,OR,OR,"The review includes specific personal details about the product's flaw (""string was cheap and started coming apart after 3 to 4 uses"") and contains a typo (""arfter""), both indicative of genuine human writing.","OR
The review includes specific personal details about the product's flaw (""string was cheap and started coming apart after 3 to 4 uses"") and contains a typo (""arfter""), both indicative of genuine human writing.",39092
13886,Movies_and_TV_5,OR,OR,"The review includes specific context about the movie's content and encourages personal judgment, indicating a genuine human perspective without clear signs of bot or disingenuous behavior.","OR  
The review includes specific context about the movie's content and encourages personal judgment, indicating a genuine human perspective without clear signs of bot or disingenuous behavior.",41990
35200,Toys_and_Games_5,OR,OR,"The review includes personal context (giving a toy to a nephew), specific use cases (setting up the app with help), and concrete details about the child's engagement, which align with genuine human experience rather than bot or disingenuous signals.","OR  
The review includes personal context (giving a toy to a nephew), specific use cases (setting up the app with help), and concrete details about the child's engagement, which align with genuine human experience rather than bot or disingenuous signals.",37931
10183,Electronics_5,CG,OR,"The review includes personal context (""for my wife's desk"") and specific details about the product's construction, aligning with genuine human experience rather than bot or disingenuous signals.","OR  
The review includes personal context (""for my wife's desk"") and specific details about the product's construction, aligning with genuine human experience rather than bot or disingenuous signals.",29995
37192,Clothing_Shoes_and_Jewelry_5,OR,OR,"The review includes a personal observation about the product's fit and a minor typo (""Alittle""), which aligns with genuine human writing rather than bot or disingenuous signals.","OR  
The review includes a personal observation about the product's fit and a minor typo (""Alittle""), which aligns with genuine human writing rather than bot or disingenuous signals.",40166
35710,Toys_and_Games_5,CG,OR,"The review includes personal context (son's age, Christmas use), specific product features (music, lights), and genuine enthusiasm, which aligns with human-generated, authentic feedback.","OR  
The review includes personal context (son's age, Christmas use), specific product features (music, lights), and genuine enthusiasm, which aligns with human-generated, authentic feedback.",37777
36301,Toys_and_Games_5,OR,OR,"The review includes personal context, specific use cases (e.g., crashing over 100 times), detailed comparisons with another product, and minor typos, all of which align with genuine human experience rather than bot-generated or disingenuous content.","OR  
The review includes personal context, specific use cases (e.g., crashing over 100 times), detailed comparisons with another product, and minor typos, all of which align with genuine human experience rather than bot-generated or disingenuous content.",42232
18963,Tools_and_Home_Improvement_5,CG,OR,"The review includes specific personal context (inheriting a Beretta pistol, using the product on a garage door and ceiling fan) and concrete use cases, which align with genuine human experience rather than bot-generated or disingenuous content.","OR  
The review includes specific personal context (inheriting a Beretta pistol, using the product on a garage door and ceiling fan) and concrete use cases, which align with genuine human experience rather than bot-generated or disingenuous content.",31894
15003,Movies_and_TV_5,OR,OR,"The review includes specific personal opinions, detailed critiques of character development and storylines, and a balanced rating that aligns with the content, indicating a genuine human experience.","OR  
The review includes specific personal opinions, detailed critiques of character development and storylines, and a balanced rating that aligns with the content, indicating a genuine human experience.",41895
17382,Tools_and_Home_Improvement_5,OR,OR,"The review includes specific personal context (""using these gloves at work""), concrete details about product failure (""unravelling at the base after using them less than a month""), and a genuine opinion about future purchasing decisions, all of which align with authentic human experience.","OR
The review includes specific personal context (""using these gloves at work""), concrete details about product failure (""unravelling at the base after using them less than a month""), and a genuine opinion about future purchasing decisions, all of which align with authentic human experience.",39424
37817,Clothing_Shoes_and_Jewelry_5,CG,OR,"The review mentions a specific personal experience with the product's design and usability, indicating genuine feedback rather than generic praise or disingenuous content.","OR  
The review mentions a specific personal experience with the product's design and usability, indicating genuine feedback rather than generic praise or disingenuous content.",41671
2838,Home_and_Kitchen_5,CG,UNPARSEABLE,"SIGNALS: Star rating contradicts review text, vague superlatives only, no concrete use case or personal detail JUSTIFICATION: The review's 5.0 star rating directly contradicts the text, which explicitly states the product's flaws and only gives 4 stars, indicating a disingenuous or incentivized review.","HD  
SIGNALS: Star rating contradicts review text, vague superlatives only, no concrete use case or personal detail  
JUSTIFICATION: The review's 5.0 star rating directly contradicts the text, which explicitly states the product's flaws and only gives 4 stars, indicating a disingenuous or incentivized review.",47719
23734,Kindle_Store_5,OR,OR,"The review contains brief personal context (""want continue with the next book"") and natural phrasing without obvious bot or disingenuous signals.","OR
The review contains brief personal context (""want continue with the next book"") and natural phrasing without obvious bot or disingenuous signals.",34676
20652,Pet_Supplies_5,CG,OR,"The review includes a specific complaint about the product's assembly and a moderate rating, indicating a genuine human experience with concrete feedback.","OR  
The review includes a specific complaint about the product's assembly and a moderate rating, indicating a genuine human experience with concrete feedback.",35701
35330,Toys_and_Games_5,OR,OR,"The review includes specific personal context (11-month-old niece), concrete use cases (pushing and walking), and detailed observations about product functionality (sturdy, no tipping), which align with genuine human experience.","OR  
The review includes specific personal context (11-month-old niece), concrete use cases (pushing and walking), and detailed observations about product functionality (sturdy, no tipping), which align with genuine human experience.",43770
3797,Home_and_Kitchen_5,OR,UNPARSEABLE,"SIGNALS: Incentivised disclosure present, vague superlatives, no concrete use case JUSTIFICATION: The review includes an incentivised disclosure (""received this product for free"") and uses vague superlatives (""great quality,"" ""just great""), which align with HD signals despite some specific details.","HD  
SIGNALS: Incentivised disclosure present, vague superlatives, no concrete use case  
JUSTIFICATION: The review includes an incentivised disclosure (""received this product for free"") and uses vague superlatives (""great quality,"" ""just great""), which align with HD signals despite some specific details.",61149
23793,Kindle_Store_5,OR,CG,"SIGNALS: no personal context, scenario, or opinion; vague superlatives; reads like answering a prompt JUSTIFICATION: The review lacks personal details, uses generic praise (""captivating story""), and reads like a formulaic response rather than a genuine experience.","CG  
SIGNALS: no personal context, scenario, or opinion; vague superlatives; reads like answering a prompt  
JUSTIFICATION: The review lacks personal details, uses generic praise (""captivating story""), and reads like a formulaic response rather than a genuine experience.",52187
9124,Electronics_5,CG,OR,"The review includes a specific use case (iPad mini not fitting) and personal context, which are indicative of a genuine human experience, despite some generic praise.","OR  
The review includes a specific use case (iPad mini not fitting) and personal context, which are indicative of a genuine human experience, despite some generic praise.",43415
15730,Tools_and_Home_Improvement_5,OR,OR,"The review is concise, mentions specific experiences (""Easy DIY install,"" ""Would buy again""), and lacks any suspicious patterns or disingenuous signals.","OR  
The review is concise, mentions specific experiences (""Easy DIY install,"" ""Would buy again""), and lacks any suspicious patterns or disingenuous signals.",46275
29746,Books_5,OR,OR,"The review includes specific details about the book's content (e.g., ""introduced many more characters,"" ""good plot"") and a personal recommendation, which align with genuine human experience rather than generic or disingenuous signals.","OR  
The review includes specific details about the book's content (e.g., ""introduced many more characters,"" ""good plot"") and a personal recommendation, which align with genuine human experience rather than generic or disingenuous signals.",42501
28504,Books_5,OR,OR,"The review contains specific, albeit brief, praise about the story's theme and ending, lacking the generic, formulaic language typical of CG or HD signals.","OR  
The review contains specific, albeit brief, praise about the story's theme and ending, lacking the generic, formulaic language typical of CG or HD signals.",37459
26179,Kindle_Store_5,OR,OR,"The review includes personal opinions about character development and plot resolution, avoiding generic praise or bot-like uniformity, and aligns with genuine human reflection on a book's narrative.","OR  
The review includes personal opinions about character development and plot resolution, avoiding generic praise or bot-like uniformity, and aligns with genuine human reflection on a book's narrative.",35216
39561,Clothing_Shoes_and_Jewelry_5,CG,OR,"The review includes specific personal details (son's height, weight, size fit) and a concrete use case (returning the product), which align with genuine human experience rather than bot or disingenuous signals.","OR  
The review includes specific personal details (son's height, weight, size fit) and a concrete use case (returning the product), which align with genuine human experience rather than bot or disingenuous signals.",39189
773,Home_and_Kitchen_5,OR,OR,"The review includes specific, balanced feedback about product quality (""steel is pretty thin,"" ""design is good"") and avoids generic praise or suspicious phrasing, aligning with genuine human experience.","OR
The review includes specific, balanced feedback about product quality (""steel is pretty thin,"" ""design is good"") and avoids generic praise or suspicious phrasing, aligning with genuine human experience.",43529
21264,Pet_Supplies_5,OR,OR,"The review includes specific personal observations about the product's performance (""keeping the shells in,"" ""blow out anyway"") and a balanced opinion, indicating genuine human experience.","OR  
The review includes specific personal observations about the product's performance (""keeping the shells in,"" ""blow out anyway"") and a balanced opinion, indicating genuine human experience.",35563
35141,Toys_and_Games_5,CG,UNPARSEABLE,"The review contains a star rating contradiction (1.0 rating but mentions giving 5 stars due to the dress size), and uses vague superlatives (""flimsy,"" ""thin enough to be easily exposed"") without concrete use cases.","HD  
The review contains a star rating contradiction (1.0 rating but mentions giving 5 stars due to the dress size), and uses vague superlatives (""flimsy,"" ""thin enough to be easily exposed"") without concrete use cases.",33964
22056,Pet_Supplies_5,CG,OR,"The review includes personal context (""my dog""), specific use case details, and minor grammatical imperfections, which align with genuine human experience rather than bot or disingenuous signals.","OR  
The review includes personal context (""my dog""), specific use case details, and minor grammatical imperfections, which align with genuine human experience rather than bot or disingenuous signals.",41849
13825,Movies_and_TV_5,CG,OR,"The review includes personal context (""saw it for the first time last night,"" ""I am a huge fan of Treme"") and specific, albeit repetitive, praise, which aligns with genuine human experience rather than bot or disingenuous signals.","OR  
The review includes personal context (""saw it for the first time last night,"" ""I am a huge fan of Treme"") and specific, albeit repetitive, praise, which aligns with genuine human experience rather than bot or disingenuous signals.",39214
10459,Electronics_5,CG,OR,"The review includes personal context (""I bought this to replace a broken one"") and specific product references, which align with genuine human experience despite some generic phrasing and formal tone.","OR  
The review includes personal context (""I bought this to replace a broken one"") and specific product references, which align with genuine human experience despite some generic phrasing and formal tone.",46445
27733,Kindle_Store_5,OR,OR,"The review includes specific plot details, personal context (""I fell in love""), and minor imperfections (""a few missing words""), which align with genuine human experience rather than bot or disingenuous signals.","OR  
The review includes specific plot details, personal context (""I fell in love""), and minor imperfections (""a few missing words""), which align with genuine human experience rather than bot or disingenuous signals.",33184
477,Home_and_Kitchen_5,OR,OR,"The review provides specific benefits (""enhances the mood,"" ""purifying the air,"" ""night light"") and avoids generic praise or suspicious phrasing, aligning with a genuine human experience.","OR  
The review provides specific benefits (""enhances the mood,"" ""purifying the air,"" ""night light"") and avoids generic praise or suspicious phrasing, aligning with a genuine human experience.",43385
6974,Sports_and_Outdoors_5,OR,OR,"The review includes personal context (e.g., ""bought these to be part of a Pink hockey team""), specific product details (e.g., ""Great cut around the neck, the arms, and lower body""), and a natural, conversational tone, which aligns with genuine human experience.","OR  
The review includes personal context (e.g., ""bought these to be part of a Pink hockey team""), specific product details (e.g., ""Great cut around the neck, the arms, and lower body""), and a natural, conversational tone, which aligns with genuine human experience.",33230
10368,Electronics_5,OR,OR,"The review includes personal context (""I have a Sony a6000""), specific product details (""YN-560 III speedlights""), and concrete use cases (""triggered by the camera,"" ""manually set my flash power levels""), which align with genuine human experience rather than bot or disingenuous signals.","OR  
The review includes personal context (""I have a Sony a6000""), specific product details (""YN-560 III speedlights""), and concrete use cases (""triggered by the camera,"" ""manually set my flash power levels""), which align with genuine human experience rather than bot or disingenuous signals.",44484
33954,Toys_and_Games_5,OR,OR,"The review includes personal context (""Bought it for a friend's new born 2 years ago"") and specific use cases, which align with genuine human experience rather than bot-generated or disingenuous content.","OR  
The review includes personal context (""Bought it for a friend's new born 2 years ago"") and specific use cases, which align with genuine human experience rather than bot-generated or disingenuous content.",36015
14628,Movies_and_TV_5,CG,OR,"The review includes personal context (""I remember when I was young""), specific references to the series and characters, and varied sentence structures, indicating a genuine human experience.","OR  
The review includes personal context (""I remember when I was young""), specific references to the series and characters, and varied sentence structures, indicating a genuine human experience.",38592
14932,Movies_and_TV_5,CG,CG,"SIGNALS: vague superlatives only, uniform sentence length and structure throughout, repetition of phrases, reads like answering a prompt rather than sharing experience JUSTIFICATION: The review uses repetitive, generic praise (""profound feeling of joy,"" ""deep sense of dread"") and uniform phrasing, with little concrete personal context or unique insight, suggesting it was generated by a bot.","CG  
SIGNALS: vague superlatives only, uniform sentence length and structure throughout, repetition of phrases, reads like answering a prompt rather than sharing experience  
JUSTIFICATION: The review uses repetitive, generic praise (""profound feeling of joy,"" ""deep sense of dread"") and uniform phrasing, with little concrete personal context or unique insight, suggesting it was generated by a bot.",41304
30100,Books_5,CG,OR,"The review includes personal context (""My 3 year old THomas (C) and I"") and specific details about the book's characters and plot, which align with genuine human experience rather than bot or disingenuous signals.","OR
The review includes personal context (""My 3 year old THomas (C) and I"") and specific details about the book's characters and plot, which align with genuine human experience rather than bot or disingenuous signals.",45145
24842,Kindle_Store_5,CG,CG,"Perfect grammar with zero typos, generic praise, repetitive structure, and lack of personal context or concrete details align with bot-generated signals.","CG  
Perfect grammar with zero typos, generic praise, repetitive structure, and lack of personal context or concrete details align with bot-generated signals.",52484
20591,Pet_Supplies_5,CG,OR,"The review includes a specific, personal detail about difficulty assembling the product, which aligns with genuine human experience, and avoids generic praise or bot-like phrasing.","OR  
The review includes a specific, personal detail about difficulty assembling the product, which aligns with genuine human experience, and avoids generic praise or bot-like phrasing.",43761
32344,Books_5,OR,OR,"The review includes specific personal opinions, detailed analysis of the book's content, and contextual examples (e.g., discussing the OED's creation, the author's writing style), which align with genuine human reflection rather than bot-generated or disingenuous content.","OR  
The review includes specific personal opinions, detailed analysis of the book's content, and contextual examples (e.g., discussing the OED's creation, the author's writing style), which align with genuine human reflection rather than bot-generated or disingenuous content.",44980
7508,Sports_and_Outdoors_5,OR,OR,"The review includes personal context, specific use cases, and critical analysis of the product's performance, aligning with genuine human experience rather than bot or disingenuous signals.","OR  
The review includes personal context, specific use cases, and critical analysis of the product's performance, aligning with genuine human experience rather than bot or disingenuous signals.",31382
13726,Movies_and_TV_5,CG,OR,"The review contains vague comparisons and lacks concrete details, but includes a personal context (""the family is thrilled"") and a typo (""thrilled with""), which are more consistent with human writing than bot-generated or disingenuous content.","OR  
The review contains vague comparisons and lacks concrete details, but includes a personal context (""the family is thrilled"") and a typo (""thrilled with""), which are more consistent with human writing than bot-generated or disingenuous content.",41666
17493,Tools_and_Home_Improvement_5,OR,OR,"The review includes personal context (""I'm pretty handy""), specific use case details, and concrete concerns about the product's functionality, which align with genuine human experience rather than bot or disingenuous signals.","OR  
The review includes personal context (""I'm pretty handy""), specific use case details, and concrete concerns about the product's functionality, which align with genuine human experience rather than bot or disingenuous signals.",43828
35352,Toys_and_Games_5,OR,OR,"The review includes personal context (""I did not find the answer cards as funny""), specific product feedback, and a moderate rating that aligns with the text, all indicative of a genuine human experience.","OR  
The review includes personal context (""I did not find the answer cards as funny""), specific product feedback, and a moderate rating that aligns with the text, all indicative of a genuine human experience.",29792
10701,Electronics_5,CG,UNPARSEABLE,"SIGNALS: Star rating contradicts review text, no concrete use case or personal detail JUSTIFICATION: The 5.0 star rating directly contradicts the negative content of the review, which details significant product flaws and frustration.","HD  
SIGNALS: Star rating contradicts review text, no concrete use case or personal detail  
JUSTIFICATION: The 5.0 star rating directly contradicts the negative content of the review, which details significant product flaws and frustration.",42896
1619,Home_and_Kitchen_5,CG,OR,"The review includes specific details about the product's texture, thickness, and construction, along with personal context (covering a mattress), which aligns with genuine human experience rather than bot or disingenuous signals.","OR  
The review includes specific details about the product's texture, thickness, and construction, along with personal context (covering a mattress), which aligns with genuine human experience rather than bot or disingenuous signals.",27263
38687,Clothing_Shoes_and_Jewelry_5,CG,OR,"The review includes personal context (""I am a 32D""), specific product features (""adjustable toe""), and concrete opinions about comfort and appearance, which align with genuine human experience rather than bot or disingenuous signals.","OR  
The review includes personal context (""I am a 32D""), specific product features (""adjustable toe""), and concrete opinions about comfort and appearance, which align with genuine human experience rather than bot or disingenuous signals.",34789
21243,Pet_Supplies_5,CG,OR,"The review includes specific product details (""absorbs most odor,"" ""least amount of dust"") and personal context (""we have,"" ""we use this""), indicating genuine human experience rather than bot-generated or disingenuous content.","OR  
The review includes specific product details (""absorbs most odor,"" ""least amount of dust"") and personal context (""we have,"" ""we use this""), indicating genuine human experience rather than bot-generated or disingenuous content.",27672
5200,Sports_and_Outdoors_5,CG,OR,"The review includes a specific personal detail about waist size and product fit, which aligns with genuine human experience rather than generic or disingenuous language.","OR  
The review includes a specific personal detail about waist size and product fit, which aligns with genuine human experience rather than generic or disingenuous language.",35445
6330,Sports_and_Outdoors_5,CG,OR,"The review includes personal context (""gift for my son"") and specific product details (""Treme cover""), which align with genuine human experience despite the incomplete ending.","OR  
The review includes personal context (""gift for my son"") and specific product details (""Treme cover""), which align with genuine human experience despite the incomplete ending.",29536
33101,Toys_and_Games_5,CG,OR,"The review includes a personal opinion (""was a little disappointed with the quality"") and a specific detail about the product (""ugly dolls""), which align with genuine human experience rather than generic or disingenuous signals.","OR  
The review includes a personal opinion (""was a little disappointed with the quality"") and a specific detail about the product (""ugly dolls""), which align with genuine human experience rather than generic or disingenuous signals.",35830
19212,Tools_and_Home_Improvement_5,CG,OR,"The review includes specific personal experiences, detailed use cases (e.g., ""I've had mine for a couple of years,"" ""works fine with my iPhone 6S""), and concrete complaints about product compatibility, which align with genuine human reflection rather than bot-generated or disingenuous content.","OR  
The review includes specific personal experiences, detailed use cases (e.g., ""I've had mine for a couple of years,"" ""works fine with my iPhone 6S""), and concrete complaints about product compatibility, which align with genuine human reflection rather than bot-generated or disingenuous content.",45582
15010,Movies_and_TV_5,CG,OR,"The review includes personal context (e.g., ""I had to have this DVD for my husband,"" ""I love the series""), mixed opinions about the acting, and specific details about watching it multiple times, which align with genuine human experience rather than bot-generated or disingenuous content.","OR  
The review includes personal context (e.g., ""I had to have this DVD for my husband,"" ""I love the series""), mixed opinions about the acting, and specific details about watching it multiple times, which align with genuine human experience rather than bot-generated or disingenuous content.",38990
19235,Tools_and_Home_Improvement_5,OR,OR,"The review includes specific product details, personal context (hiring a plumber, installation time), and concrete use cases, which are indicative of a genuine human experience.","OR  
The review includes specific product details, personal context (hiring a plumber, installation time), and concrete use cases, which are indicative of a genuine human experience.",44183
4293,Sports_and_Outdoors_5,CG,OR,"The review includes personal context (""Wife loved it"") and specific, non-generic feedback about the product's warmth and odor, which aligns with genuine human experience rather than bot or disingenuous signals.","OR  
The review includes personal context (""Wife loved it"") and specific, non-generic feedback about the product's warmth and odor, which aligns with genuine human experience rather than bot or disingenuous signals.",39074
18224,Tools_and_Home_Improvement_5,CG,OR,"The review includes personal context (replacing a defective leg), specific details about product usage, and a genuine scenario, which are indicative of a real human experience.","OR  
The review includes personal context (replacing a defective leg), specific details about product usage, and a genuine scenario, which are indicative of a real human experience.",57786
4223,Sports_and_Outdoors_5,OR,CG,"Short length, generic praise, no personal context or specific use case, and vague phrasing (""works well with that"") align with CG signals.","CG  
Short length, generic praise, no personal context or specific use case, and vague phrasing (""works well with that"") align with CG signals.",36023
14433,Movies_and_TV_5,OR,OR,"The review includes personal context (watching on a cable channel, purchasing the DVD) and specific, genuine-sounding opinions about the film's qualities, which align with OR signals.","OR  
The review includes personal context (watching on a cable channel, purchasing the DVD) and specific, genuine-sounding opinions about the film's qualities, which align with OR signals.",37450
24251,Kindle_Store_5,CG,OR,"The review includes personal context (""I didn't want to put it down"") and specific, expressive language (""roller coaster ride"") without generic praise or bot-like patterns.","OR  
The review includes personal context (""I didn't want to put it down"") and specific, expressive language (""roller coaster ride"") without generic praise or bot-like patterns.",36783
9344,Electronics_5,CG,OR,"The review mentions a specific product (Dell Inspiron XPS 13.0) and a concrete use case (connecting a SATA drive to a 3.5"" USB port), indicating genuine human experience despite its brevity.","OR  
The review mentions a specific product (Dell Inspiron XPS 13.0) and a concrete use case (connecting a SATA drive to a 3.5"" USB port), indicating genuine human experience despite its brevity.",43749
