row_id,category,true_label,model_label,reasoning,model_raw,latency_ms
24873,Kindle_Store_5,OR,OR,"The review contains typos (""BEAST"" in all caps) and informal phrasing typical of genuine human writing, indicating a personal connection to the story.","OR
The review contains typos (""BEAST"" in all caps) and informal phrasing typical of genuine human writing, indicating a personal connection to the story.",2124
9121,Electronics_5,CG,OR,"The review contains a minor typo (""good quality"" vs ""good-quality"") and mentions a specific purchase context (""I bought this for a friend""), indicating genuine human input despite its brevity.","OR
The review contains a minor typo (""good quality"" vs ""good-quality"") and mentions a specific purchase context (""I bought this for a friend""), indicating genuine human input despite its brevity.",2165
35710,Toys_and_Games_5,CG,OR,"The review includes specific personal details (son's age, family Christmas context) and genuine enthusiasm about the toy's features, indicating a real human experience despite some minor stylistic issues.","OR
The review includes specific personal details (son's age, family Christmas context) and genuine enthusiasm about the toy's features, indicating a real human experience despite some minor stylistic issues.",2401
29432,Books_5,CG,OR,"The review contains a typo (""originalally"") indicating natural human writing, even though it ends abruptly.","OR
The review contains a typo (""originalally"") indicating natural human writing, even though it ends abruptly.",1458
23911,Kindle_Store_5,OR,OR,"The review contains natural language quirks like contractions (""I got"") and personal engagement (""could not put it down""), indicating a genuine human experience rather than generic marketing copy.","OR
The review contains natural language quirks like contractions (""I got"") and personal engagement (""could not put it down""), indicating a genuine human experience rather than generic marketing copy.",2020
14628,Movies_and_TV_5,CG,OR,"The review contains informal language, typos/grammatical imperfections (""Yo people"", ""I remember when I was young, the first time I saw""), and personal anecdotes indicating a genuine human experience.","OR
The review contains informal language, typos/grammatical imperfections (""Yo people"", ""I remember when I was young, the first time I saw""), and personal anecdotes indicating a genuine human experience.",2776
4337,Sports_and_Outdoors_5,OR,OR,"The review includes a personal detail (""Daughter loves this"") and natural phrasing with minor grammatical simplicity typical of genuine human writing.","OR
The review includes a personal detail (""Daughter loves this"") and natural phrasing with minor grammatical simplicity typical of genuine human writing.",1765
38603,Clothing_Shoes_and_Jewelry_5,CG,OR,"The review includes specific personal details (needing a size down and mentioning wearing a ""6"") and natural phrasing with minor grammatical imperfections, indicating a genuine human experience.","OR
The review includes specific personal details (needing a size down and mentioning wearing a ""6"") and natural phrasing with minor grammatical imperfections, indicating a genuine human experience.",2255
6066,Sports_and_Outdoors_5,CG,OR,"The review includes specific personal details (""my first set of shorts"") and mentions concrete product features (comfort, lack of padding, no slipping), indicating a genuine human experience rather than generic marketing language.","OR
The review includes specific personal details (""my first set of shorts"") and mentions concrete product features (comfort, lack of padding, no slipping), indicating a genuine human experience rather than generic marketing language.",2387
36501,Toys_and_Games_5,OR,OR,"The review contains typos (""over-and-over again""), informal phrasing, specific personal details about family members and gameplay experiences, and a balanced discussion of both pros and cons, indicating a genuine human perspective.","OR
The review contains typos (""over-and-over again""), informal phrasing, specific personal details about family members and gameplay experiences, and a balanced discussion of both pros and cons, indicating a genuine human perspective.",4139
18224,Tools_and_Home_Improvement_5,CG,OR,"The review contains typos (""comfotable""), informal tone, specific personal context about replacing a defective item in a shop, and an unfinished thought indicating a genuine human experience.","OR
The review contains typos (""comfotable""), informal tone, specific personal context about replacing a defective item in a shop, and an unfinished thought indicating a genuine human experience.",2444
18018,Tools_and_Home_Improvement_5,CG,OR,"The review contains minor typos and informal phrasing (""Great disposal"", ""Much quieter""), specific product details (quietness compared to local purchases, sturdiness of plastic parts, brightness of bulb), and a personal recommendation, indicating a genuine human experience.","OR
The review contains minor typos and informal phrasing (""Great disposal"", ""Much quieter""), specific product details (quietness compared to local purchases, sturdiness of plastic parts, brightness of bulb), and a personal recommendation, indicating a genuine human experience.",2898
1725,Home_and_Kitchen_5,CG,OR,"The review contains typos (""Poorly Constructed"" without proper capitalization) and informal phrasing, indicating a genuine human experience despite mentioning buying it for a friend.","OR
The review contains typos (""Poorly Constructed"" without proper capitalization) and informal phrasing, indicating a genuine human experience despite mentioning buying it for a friend.",2105
13837,Movies_and_TV_5,OR,OR,"The review contains informal phrasing, mild grammatical imperfections, and personal opinion about entertainment value, indicating a genuine human perspective.","OR
The review contains informal phrasing, mild grammatical imperfections, and personal opinion about entertainment value, indicating a genuine human perspective.",1918
39561,Clothing_Shoes_and_Jewelry_5,CG,OR,"The review contains personal details (husband's daily wear, son's height/weight and location, specific size purchased) and a mix of positive and negative feedback, indicating a genuine human experience despite minor grammatical issues.","OR
The review contains personal details (husband's daily wear, son's height/weight and location, specific size purchased) and a mix of positive and negative feedback, indicating a genuine human experience despite minor grammatical issues.",2824
6689,Sports_and_Outdoors_5,CG,OR,"The review contains a specific complaint about an unexpected accessory (the small piece of rubber) and explains why it affected the user's experience, indicating a genuine personal interaction with the product.","OR
The review contains a specific complaint about an unexpected accessory (the small piece of rubber) and explains why it affected the user's experience, indicating a genuine personal interaction with the product.",2356
15246,Movies_and_TV_5,CG,CG,"The review contains repetitive phrasing (""I loved the ending"" repeated), generic superlatives lacking specific details, and an overly formal tone typical of generated text.","CG
The review contains repetitive phrasing (""I loved the ending"" repeated), generic superlatives lacking specific details, and an overly formal tone typical of generated text.",3149
17701,Tools_and_Home_Improvement_5,OR,OR,"The review includes specific details about timing (""Got them yesterday"", ""Hung them this morning""), functionality (""set them for motion detection"", ""Nice dim light... bright light when motion is detected""), installation ease (""Simple install"") and a conditional future satisfaction statement, indicating a genuine personal experience.","OR
The review includes specific details about timing (""Got them yesterday"", ""Hung them this morning""), functionality (""set them for motion detection"", ""Nice dim light... bright light when motion is detected""), installation ease (""Simple install"") and a conditional future satisfaction statement, indicating a genuine personal experience.",3140
24300,Kindle_Store_5,OR,OR,"The review contains natural language imperfections and expresses genuine personal enthusiasm about the storytelling, indicating a real human reader's experience.","OR
The review contains natural language imperfections and expresses genuine personal enthusiasm about the storytelling, indicating a real human reader's experience.",1812
35735,Toys_and_Games_5,CG,OR,"The review includes specific personal details about children's enjoyment, learning value, durability over years, and a clear recommendation, indicating a genuine human experience despite some minor stylistic repetition.","OR
The review includes specific personal details about children's enjoyment, learning value, durability over years, and a clear recommendation, indicating a genuine human experience despite some minor stylistic repetition.",2492
9155,Electronics_5,OR,CG,"The review uses generic superlatives (""great"", ""highly recommended""), restates a product feature (""looks better in real life than it does in the photos"") without personal context, and reads like marketing copy with perfect grammar and no specific details about the reviewer's experience.","CG
The review uses generic superlatives (""great"", ""highly recommended""), restates a product feature (""looks better in real life than it does in the photos"") without personal context, and reads like marketing copy with perfect grammar and no specific details about the reviewer's experience.",2939
18206,Tools_and_Home_Improvement_5,CG,OR,"The review includes specific product details (traditional lacquer, color, finish), mentions a minor drawback (""turn"" mode difficulty), and provides personal context (""I have a few of them""), indicating a genuine human experience rather than generic marketing copy.","OR
The review includes specific product details (traditional lacquer, color, finish), mentions a minor drawback (""turn"" mode difficulty), and provides personal context (""I have a few of them""), indicating a genuine human experience rather than generic marketing copy.",3113
21269,Pet_Supplies_5,OR,OR,"The review includes a personal experience (using Oceanic products for water changes), mentions a specific concern about purchasing online, and provides a direct comparison to local store purchases—signals typical of genuine human feedback.","OR
The review includes a personal experience (using Oceanic products for water changes), mentions a specific concern about purchasing online, and provides a direct comparison to local store purchases—signals typical of genuine human feedback.",2544
18965,Tools_and_Home_Improvement_5,OR,OR,"The review contains typos/informal grammar, personal context (living in AK, winter use), specific product details (low beam, red light for stargazing), and a balanced critique with both pros and cons, indicating a genuine human experience.","OR
The review contains typos/informal grammar, personal context (living in AK, winter use), specific product details (low beam, red light for stargazing), and a balanced critique with both pros and cons, indicating a genuine human experience.",3710
6628,Sports_and_Outdoors_5,OR,OR,"The review provides specific sizing details and a personal caveat about fit issues, indicating a genuine user experience rather than generic marketing language.","OR
The review provides specific sizing details and a personal caveat about fit issues, indicating a genuine user experience rather than generic marketing language.",2101
9369,Electronics_5,OR,OR,"The review includes specific technical details (ESXi host, Windows Server VMs, pfSense box) and a concrete usage scenario over 3 months, indicating a genuine personal experience rather than generic marketing language.","OR
The review includes specific technical details (ESXi host, Windows Server VMs, pfSense box) and a concrete usage scenario over 3 months, indicating a genuine personal experience rather than generic marketing language.",2520
35006,Toys_and_Games_5,OR,OR,"The review includes personal details (purchasing multiple holders, mentioning kids), typos/informal tone (""so far"", "":-)""), and specific comparisons to previous products, indicating a genuine human experience.","OR
The review includes personal details (purchasing multiple holders, mentioning kids), typos/informal tone (""so far"", "":-)""), and specific comparisons to previous products, indicating a genuine human experience.",2576
18217,Tools_and_Home_Improvement_5,OR,OR,"The review provides specific product recommendations (Zinsser Scoring tool and ""2986 PaperScraper"") and a detailed technique for wallpaper removal, indicating genuine personal experience.","OR
The review provides specific product recommendations (Zinsser Scoring tool and ""2986 PaperScraper"") and a detailed technique for wallpaper removal, indicating genuine personal experience.",2514
14445,Movies_and_TV_5,CG,CG,"The review contains repetitive phrasing (""I love this movie"", ""it is a great movie for kids"", ""I recommend it to all"" repeated), generic praise that could apply to any family-friendly film, and contradictory statements (""if you don't like it, go ahead and watch it""), indicating it was likely generated rather than written by an individual sharing a genuine experience.","CG
The review contains repetitive phrasing (""I love this movie"", ""it is a great movie for kids"", ""I recommend it to all"" repeated), generic praise that could apply to any family-friendly film, and contradictory statements (""if you don't like it, go ahead and watch it""), indicating it was likely generated rather than written by an individual sharing a genuine experience.",4097
38687,Clothing_Shoes_and_Jewelry_5,CG,OR,The review includes personal details (specific shoe size) and natural language imperfections typical of genuine human feedback.,"OR
The review includes personal details (specific shoe size) and natural language imperfections typical of genuine human feedback.",1840
1930,Home_and_Kitchen_5,CG,CG,"The review uses generic superlatives (""instantly fell in love"", ""thick and sturdy"") that could apply to any similar product, lacks personal context or specific use case, and abruptly truncates mid-sentence, indicating a templated, possibly AI-generated structure.","CG
The review uses generic superlatives (""instantly fell in love"", ""thick and sturdy"") that could apply to any similar product, lacks personal context or specific use case, and abruptly truncates mid-sentence, indicating a templated, possibly AI-generated structure.",2824
6330,Sports_and_Outdoors_5,CG,CG,"The review contains generic praise (""so small and cute""), restates purchase intent without specific details, includes an odd repetition (""It was a gift for him too!""), and abruptly truncates mid-sentence, indicating it likely follows a templated pattern rather than reflecting a genuine personal experience.","CG  
The review contains generic praise (""so small and cute""), restates purchase intent without specific details, includes an odd repetition (""It was a gift for him too!""), and abruptly truncates mid-sentence, indicating it likely follows a templated pattern rather than reflecting a genuine personal experience.",3227
37859,Clothing_Shoes_and_Jewelry_5,OR,OR,"The review includes a specific personal detail (bra size) and mentions an unexpected sizing issue, indicating a genuine user experience rather than generic marketing language.","OR
The review includes a specific personal detail (bra size) and mentions an unexpected sizing issue, indicating a genuine user experience rather than generic marketing language.",2127
19213,Tools_and_Home_Improvement_5,OR,OR,"The review contains typos, informal language, specific personal anecdotes (mechanic, using tweezers for splinters), and detailed product-specific observations, indicating a genuine human experience.","OR
The review contains typos, informal language, specific personal anecdotes (mechanic, using tweezers for splinters), and detailed product-specific observations, indicating a genuine human experience.",3572
3665,Home_and_Kitchen_5,OR,OR,"The review contains typos (""They were delivered on time and very nicely packed in a right sized box""), informal phrasing, specific personal details (guest room use, comparison to previous mattress), and coherent narrative consistent with a genuine human experience.","OR
The review contains typos (""They were delivered on time and very nicely packed in a right sized box""), informal phrasing, specific personal details (guest room use, comparison to previous mattress), and coherent narrative consistent with a genuine human experience.",3617
22536,Pet_Supplies_5,CG,OR,"The review contains informal phrasing, minor grammatical quirks (""Love this harness, and it's a real shame""), personal details about purchasing a second harness for the reviewer's dog, and specific sizing advice, indicating a genuine human experience.","OR
The review contains informal phrasing, minor grammatical quirks (""Love this harness, and it's a real shame""), personal details about purchasing a second harness for the reviewer's dog, and specific sizing advice, indicating a genuine human experience.",2943
2112,Home_and_Kitchen_5,OR,OR,"The review contains natural language imperfections (e.g., contractions, casual phrasing), personal context about a specific use case (""washing hair in the sink""), and balanced pros/cons typical of genuine human feedback.","OR
The review contains natural language imperfections (e.g., contractions, casual phrasing), personal context about a specific use case (""washing hair in the sink""), and balanced pros/cons typical of genuine human feedback.",2629
26293,Kindle_Store_5,OR,OR,"The review contains typos (""The.""), informal phrasing, and personal reflections that indicate a genuine human experience with the book.","OR
The review contains typos (""The.""), informal phrasing, and personal reflections that indicate a genuine human experience with the book.",2076
20687,Pet_Supplies_5,OR,OR,"The review contains a specific technical issue (lack of thermal cutoff), personal experience with multiple units failing simultaneously, and minor grammatical imperfections typical of genuine human writing.","OR
The review contains a specific technical issue (lack of thermal cutoff), personal experience with multiple units failing simultaneously, and minor grammatical imperfections typical of genuine human writing.",2026
10709,Electronics_5,OR,OR,"The review includes specific personal details (using a Rebel EOS T3i camera, employing a cardboard box for shade, and describing how the hood improves sunlight photography), indicating a genuine user experience rather than generic marketing language.","OR
The review includes specific personal details (using a Rebel EOS T3i camera, employing a cardboard box for shade, and describing how the hood improves sunlight photography), indicating a genuine user experience rather than generic marketing language.",2792
11215,Electronics_5,OR,OR,"The review contains typos (""the the""), informal phrasing, specific technical details (HP 6540 printer, WPA configuration), and a personal decision-making process, indicating a genuine human experience.","OR
The review contains typos (""the the""), informal phrasing, specific technical details (HP 6540 printer, WPA configuration), and a personal decision-making process, indicating a genuine human experience.",3088
33101,Toys_and_Games_5,CG,OR,"The review contains typos (""pretty"" trailing off) and a mix of positive and negative sentiment about quality, indicating a genuine human experience rather than generic marketing copy.","OR
The review contains typos (""pretty"" trailing off) and a mix of positive and negative sentiment about quality, indicating a genuine human experience rather than generic marketing copy.",2046
13935,Movies_and_TV_5,OR,OR,"The review includes personal anecdotes (owning the DVD, buying copies for family members) and specific references to Walt Disney's magic, indicating a genuine human experience rather than generic marketing language.","OR
The review includes personal anecdotes (owning the DVD, buying copies for family members) and specific references to Walt Disney's magic, indicating a genuine human experience rather than generic marketing language.",2366
14935,Movies_and_TV_5,OR,OR,"The review contains personal reflections, specific references to characters and plot elements (e.g., Tilda Swinton's role, Kevin's behavioral issues), informal tone, and minor grammatical imperfections typical of genuine human writing.","OR
The review contains personal reflections, specific references to characters and plot elements (e.g., Tilda Swinton's role, Kevin's behavioral issues), informal tone, and minor grammatical imperfections typical of genuine human writing.",3202
37186,Clothing_Shoes_and_Jewelry_5,OR,OR,"The review includes minor typos (""hot"" instead of ""a"") and a specific, plausible issue (wrinkling from shipping) with a practical solution, indicating a genuine human experience.","OR
The review includes minor typos (""hot"" instead of ""a"") and a specific, plausible issue (wrinkling from shipping) with a practical solution, indicating a genuine human experience.",2229
7295,Sports_and_Outdoors_5,CG,OR,"The review contains typos (""stinks in more ways than one""), informal tone, and a mix of genuine pros/cons specific to the product's stakes and adjustability, indicating a human-written critique despite some repetition.","OR
The review contains typos (""stinks in more ways than one""), informal tone, and a mix of genuine pros/cons specific to the product's stakes and adjustability, indicating a human-written critique despite some repetition.",3051
27694,Kindle_Store_5,CG,OR,"The review includes personal details (enjoyment, characters, plot) and an honest disclosure about receiving a free copy, indicating a genuine human experience despite some generic praise.","OR
The review includes personal details (enjoyment, characters, plot) and an honest disclosure about receiving a free copy, indicating a genuine human experience despite some generic praise.",2829
27647,Kindle_Store_5,CG,OR,"The review contains personal opinions about character development, plot flow, and recommendation, along with a disclosure statement typical of genuine reader reviews, indicating authentic human feedback despite some minor stylistic issues.","OR
The review contains personal opinions about character development, plot flow, and recommendation, along with a disclosure statement typical of genuine reader reviews, indicating authentic human feedback despite some minor stylistic issues.",2701
3007,Home_and_Kitchen_5,OR,OR,"The review includes specific usage details (placement in fridge, temperature readings) and a balanced assessment with minor typos, indicating a genuine human experience.","OR
The review includes specific usage details (placement in fridge, temperature readings) and a balanced assessment with minor typos, indicating a genuine human experience.",2204
24889,Kindle_Store_5,CG,OR,"The text contains noticeable typos and grammatical errors (""Diferente por su argumento que esta su su reo de la historia de la personaje su esta su pregunta""), which are consistent with casual human writing rather than perfectly crafted machine-generated copy.","OR
The text contains noticeable typos and grammatical errors (""Diferente por su argumento que esta su su reo de la historia de la personaje su esta su pregunta""), which are consistent with casual human writing rather than perfectly crafted machine-generated copy.",2715
17498,Tools_and_Home_Improvement_5,OR,OR,"The review includes specific personal details (son's use for target shooting), mentions a comparison to an older model, and expresses genuine satisfaction, indicating a real human experience.","OR
The review includes specific personal details (son's use for target shooting), mentions a comparison to an older model, and expresses genuine satisfaction, indicating a real human experience.",2274
2838,Home_and_Kitchen_5,CG,OR,"The review contains typos (""Works great! I have tile floors and the tiles look great."" is grammatically imperfect) and a personal detail about having tile floors, indicating a genuine human experience despite minor inconsistencies.","OR
The review contains typos (""Works great! I have tile floors and the tiles look great."" is grammatically imperfect) and a personal detail about having tile floors, indicating a genuine human experience despite minor inconsistencies.",2782
22056,Pet_Supplies_5,CG,OR,"The review contains typos (""did not work for me,"" ""hair"" repeated) and a specific personal detail about using scissors to cut dog hair, indicating a genuine human experience despite some awkward phrasing.","OR
The review contains typos (""did not work for me,"" ""hair"" repeated) and a specific personal detail about using scissors to cut dog hair, indicating a genuine human experience despite some awkward phrasing.",2556
17376,Tools_and_Home_Improvement_5,OR,OR,"The review includes specific personal usage details (installing laminate floors, hitting a block and transition piece) and addresses a potential issue mentioned in other reviews, indicating a genuine firsthand experience.","OR
The review includes specific personal usage details (installing laminate floors, hitting a block and transition piece) and addresses a potential issue mentioned in other reviews, indicating a genuine firsthand experience.",2432
15012,Movies_and_TV_5,OR,OR,"The review contains specific plot details, character analysis, and personal opinions about the viewing experience, indicating it is a genuine human-written critique.","OR
The review contains specific plot details, character analysis, and personal opinions about the viewing experience, indicating it is a genuine human-written critique.",2878
1619,Home_and_Kitchen_5,CG,OR,"The review contains minor grammatical imperfections (e.g., missing apostrophe in ""Its"") and expresses genuine personal enthusiasm about the blanket's softness, comfort, thickness, and quality, indicating a real human experience.","OR
The review contains minor grammatical imperfections (e.g., missing apostrophe in ""Its"") and expresses genuine personal enthusiasm about the blanket's softness, comfort, thickness, and quality, indicating a real human experience.",2425
4695,Sports_and_Outdoors_5,OR,OR,"The review includes specific product details (camouflage pattern and mesh quality), a personal opinion (""Love the camo!""), and a consistent brand preference, indicating a genuine human experience rather than generic marketing copy.","OR
The review includes specific product details (camouflage pattern and mesh quality), a personal opinion (""Love the camo!""), and a consistent brand preference, indicating a genuine human experience rather than generic marketing copy.",2408
10183,Electronics_5,CG,CG,"The review repeats identical phrasing (""the case"") multiple times and abruptly truncates mid-sentence without completing a thought, indicating generated filler content rather than a genuine human experience.","CG
The review repeats identical phrasing (""the case"") multiple times and abruptly truncates mid-sentence without completing a thought, indicating generated filler content rather than a genuine human experience.",2345
23283,Pet_Supplies_5,OR,OR,"The review includes specific personal details (being a senior), concrete usage scenarios (difficulty tearing off bags, issues with dispenser), and balanced feedback with both praise and a minor criticism, indicating a genuine human experience.","OR
The review includes specific personal details (being a senior), concrete usage scenarios (difficulty tearing off bags, issues with dispenser), and balanced feedback with both praise and a minor criticism, indicating a genuine human experience.",3282
15257,Movies_and_TV_5,OR,OR,"The review contains personal opinions, specific references to Jim Carrey's performance, literary allusions (Gurdjieff), and a coherent analysis linking the film's themes to contemporary media—signals typical of genuine human writing.","OR
The review contains personal opinions, specific references to Jim Carrey's performance, literary allusions (Gurdjieff), and a coherent analysis linking the film's themes to contemporary media—signals typical of genuine human writing.",3775
5130,Sports_and_Outdoors_5,CG,OR,"The review includes a personal scenario (""I will keep this bag in my car"") and uses natural, slightly informal phrasing typical of genuine human feedback.","OR
The review includes a personal scenario (""I will keep this bag in my car"") and uses natural, slightly informal phrasing typical of genuine human feedback.",1939
36178,Toys_and_Games_5,CG,OR,"The review includes personal context (buying for son at Christmas), specific observations about durability and material preferences, and minor grammatical imperfections typical of genuine human writing.","OR
The review includes personal context (buying for son at Christmas), specific observations about durability and material preferences, and minor grammatical imperfections typical of genuine human writing.",2815
5676,Sports_and_Outdoors_5,CG,CG,"The review contains generic filler (""I bought this for a friend"") and an abrupt truncation mid-sentence, indicating it was likely generated rather than written by a genuine user sharing specific experience.","CG
The review contains generic filler (""I bought this for a friend"") and an abrupt truncation mid-sentence, indicating it was likely generated rather than written by a genuine user sharing specific experience.",2255
30307,Books_5,OR,OR,"The review contains natural language imperfections (e.g., ""who has been through a similar trauma, as they would no doubt find it encouraging"") and expresses personal opinion with specific context about trauma, indicating a genuine human experience.","OR
The review contains natural language imperfections (e.g., ""who has been through a similar trauma, as they would no doubt find it encouraging"") and expresses personal opinion with specific context about trauma, indicating a genuine human experience.",2795
32717,Books_5,OR,OR,"The review contains specific plot details, character descriptions, personal anecdotes about a book club discussion, and minor grammatical imperfections typical of genuine human writing.","OR
The review contains specific plot details, character descriptions, personal anecdotes about a book club discussion, and minor grammatical imperfections typical of genuine human writing.",3945
13008,Movies_and_TV_5,CG,CG,"The review restates product features verbatim (""brand new"", ""quality of a good DVD"") and reads like generic marketing copy without personal experience or specific detail.","CG
The review restates product features verbatim (""brand new"", ""quality of a good DVD"") and reads like generic marketing copy without personal experience or specific detail.",1988
14397,Movies_and_TV_5,OR,OR,"The review contains personal opinions, specific references to both the book and HBO special, a unique detail about the premiere date (September 9, 2001), and informal phrasing typical of genuine human writing.","OR
The review contains personal opinions, specific references to both the book and HBO special, a unique detail about the premiere date (September 9, 2001), and informal phrasing typical of genuine human writing.",2940
36741,Clothing_Shoes_and_Jewelry_5,CG,OR,"The review contains a few concise, specific observations (e.g., ""Exactly as described,"" ""Love the colors,"" ""the zipper is awesome"") that reflect genuine personal experience with the product.","OR
The review contains a few concise, specific observations (e.g., ""Exactly as described,"" ""Love the colors,"" ""the zipper is awesome"") that reflect genuine personal experience with the product.",2334
14324,Movies_and_TV_5,CG,CG,"The review repeats identical sentences verbatim, uses generic praise that could apply to any movie, and lacks personal detail or specific reference to the film's content, indicating it is likely computer-generated filler text.","CG
The review repeats identical sentences verbatim, uses generic praise that could apply to any movie, and lacks personal detail or specific reference to the film's content, indicating it is likely computer-generated filler text.",2775
6708,Sports_and_Outdoors_5,CG,OR,"The review includes specific usage details (hiking pack) and personal comfort observations, indicating a genuine human experience despite some repetition.","OR
The review includes specific usage details (hiking pack) and personal comfort observations, indicating a genuine human experience despite some repetition.",1974
2082,Home_and_Kitchen_5,CG,OR,"The review contains specific details about the product's thin plastic construction and fragility, along with a personal experience of having to replace it, indicating a genuine human perspective.","OR
The review contains specific details about the product's thin plastic construction and fragility, along with a personal experience of having to replace it, indicating a genuine human perspective.",2267
29736,Books_5,OR,OR,"The review contains typos/informal phrasing (""Good but far from..."") and specific critical opinions about Gladwell's work, indicating a genuine human perspective.","OR
The review contains typos/informal phrasing (""Good but far from..."") and specific critical opinions about Gladwell's work, indicating a genuine human perspective.",2139
10660,Electronics_5,OR,OR,"The review includes specific technical details about signal transfer between devices and a personal comparison to more expensive alternatives, indicating a genuine user experience.","OR
The review includes specific technical details about signal transfer between devices and a personal comparison to more expensive alternatives, indicating a genuine user experience.",2272
